Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
110.17263436317444	10	83.62352306437445	81.68473255125896	289.14265523059294	13.997523674741387	160000
215.15932059288025	20	84.88441198134679	59.24842219956557	203.63955665915273	14.952731541357934	320000
322.7958836555481	30	89.20044883731403	63.0931938874406	219.9524745667586	12.176003891043365	480000
429.13467288017273	40	112.56819785355474	51.68879826583713	205.10914844996296	14.366815166547894	640000
536.0605521202087	50	110.08511270160321	49.39881731505687	197.42904537776485	13.990846394561231	800000
642.6005601882935	60	104.79009362208191	49.66774668364717	196.823180727195	13.278467471711338	960000
748.6045501232147	70	112.52250624932931	50.98262283345092	201.02766988053918	13.732878410257399	1120000
854.7768230438232	80	127.4294405187224	61.481122191163614	217.7533353245817	13.670832447707653	1280000
961.1003496646881	90	119.46277065976406	59.279705538452816	220.8928919484606	13.606448580510914	1440000
1064.5809979438782	100	120.69336931824103	65.86116604943452	215.72907140757889	13.922361984848976	1600000
1170.9785408973694	110	138.20017164078308	72.54150826127238	240.73961168620735	13.617780554108322	1760000
1280.6301040649414	120	165.04768425126792	61.915807905920595	263.14041480608284	15.077794929035008	1920000
1388.186849117279	130	175.7071672631125	63.37606804622234	285.4424892573152	13.907213989645243	2080000
1497.9519882202148	140	171.8545919304795	73.90295240673161	288.241427090019	10.266575762536377	2240000
1605.9242718219757	150	180.10620738892933	80.59758432034528	281.87186945718713	8.96340244403109	2400000
1713.02907204628	160	172.10321615702588	64.00023722330425	274.35791595070623	10.305671371053904	2560000
1819.183986902237	170	173.81382124551456	63.83319429729735	283.42536197416484	9.542496324284002	2720000
1924.9516999721527	180	166.44597383613697	51.17273203960997	263.0232648741221	23.76723061874509	2880000
2029.6111536026	190	213.80840660430957	55.10187610968386	297.80674194614403	23.2205646391958	3040000
2134.8220818042755	200	206.47179878134747	52.798075790243026	291.4258626010269	22.5697248512879	3200000
2239.1785004138947	210	210.26171692697332	32.845884659223856	297.71286104246974	85.53861880395561	3360000
2344.5610976219177	220	207.14289839078438	43.18473753044165	280.84845360112377	13.632294443203136	3520000
2449.4473989009857	230	190.24673943875123	57.33858882043917	269.0198500016704	14.280772878788412	3680000
