Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
108.01715040206909	10	21.608126418722094	5.058637904811134	41.99463777244091	10.366698750876822	160000
211.67634677886963	20	28.759118629141014	5.986775983201641	50.787666883319616	9.257754069170915	320000
315.7845616340637	30	36.33803054612246	12.349868109587375	63.14190195128322	22.166465003043413	480000
418.9875967502594	40	43.69585094490088	14.013669406553669	70.99433349072933	22.682929566130042	640000
522.6794619560242	50	48.39334342713584	10.355953865453364	89.32406183844432	28.318631479516625	800000
626.704747915268	60	72.18191001640051	44.20685058788779	190.49677685415372	22.680952003225684	960000
729.841715335846	70	80.15711136430153	53.77816311267402	185.18095550662838	22.3347410117276	1120000
833.4241087436676	80	91.03292335738777	68.45794071970153	270.7713619018905	22.73031330294907	1280000
934.9127268791199	90	128.7082325195754	54.89577494898383	252.85405916464515	10.248886281857267	1440000
1036.005033493042	100	146.9804666916642	38.16945240050925	221.0115913450718	34.80352126993239	1600000
1136.731077671051	110	151.0422200443805	47.04754582538799	273.0143977878615	22.52854841388762	1760000
1238.1924457550049	120	167.1942057382688	48.87407041892461	280.47922808350995	30.378623582888395	1920000
1339.1956536769867	130	157.0892297409568	45.08173564143767	250.7064004074782	23.160420791245997	2080000
1439.1486687660217	140	185.55927369063662	45.14700829927796	270.95806683273986	56.001007998827845	2240000
1540.2874410152435	150	181.21495102714863	38.77967042014077	287.7593268076889	78.18054003594443	2400000
1641.4879875183105	160	165.51946703327704	63.35259567457891	253.33261987916194	10.210786125157028	2560000
1741.7385077476501	170	188.33652784037636	43.58531292145111	304.885958830826	14.017997596412897	2720000
1843.6657531261444	180	202.8610818351456	35.05887801781043	303.7566991786007	118.79128762683831	2880000
1945.4823286533356	190	165.11980848291074	47.332429297572496	275.5214917983394	24.62705966399517	3040000
2047.1870024204254	200	166.85297251128708	66.99407011767602	257.99825931014493	12.923685397952795	3200000
2148.798235177994	210	173.30683509466937	48.38504321135324	264.0901076581795	29.383286457508802	3360000
