Time	Iteration	AverageReward	StdRewards	MaxRewardRollout	MinRewardRollout	timesteps
125.35044765472412	10	34.189643833439334	16.39001260107946	86.4321371987462	21.593472901266068	160000
245.5913941860199	20	47.77110010847216	18.795681613888064	138.77747742296197	22.082918715430424	320000
366.5197196006775	30	64.78845163096673	33.37245487997475	166.84470539796166	15.914147827774286	480000
486.86534810066223	40	101.73466036176309	33.75761257335486	163.8659443820361	10.225768589414656	640000
606.7820093631744	50	135.52778860285528	21.682363941711937	187.04757422977127	82.72634574526455	800000
727.1396985054016	60	237.96938095595686	58.952881822374714	332.71817958541214	13.484107096679509	960000
846.7403664588928	70	201.9795797172771	47.37000026536412	339.3047280390747	45.00999050214887	1120000
966.9078140258789	80	275.2076751906076	55.343291578890664	368.6906269355677	12.608158468734473	1280000
1086.8683965206146	90	297.8924462945981	74.58762443192326	391.72641114657745	13.711997561738826	1440000
1206.825450181961	100	219.37268626927397	98.17895177544288	375.8267303626053	11.520599965238944	1600000
1325.9686341285706	110	225.0508115472051	86.93346627601217	344.69381398148835	10.31564174219966	1760000
1446.3515334129333	120	302.89453670899735	57.171085126030306	378.57852567965165	28.55038190819323	1920000
1566.241370677948	130	314.95471503572657	85.21428078821859	410.71407940471545	12.529485584702343	2080000
1686.0657765865326	140	251.36016265934333	69.22139458976538	364.88114160997793	13.183866855688393	2240000
1806.3974504470825	150	287.7142810838949	78.41995417037523	428.22512781247497	26.68855915754102	2400000
1926.6293523311615	160	281.5098072374193	107.62281471217185	433.3937788438052	19.493103187531233	2560000
2046.8071782588959	170	279.05147695129506	41.382775729725374	393.8677097246982	158.9365937662078	2720000
2166.364677429199	180	325.44404513479793	85.78806808278316	386.19830135209486	27.70808152668178	2880000
2286.26864862442	190	344.9018311981508	39.108285037063446	401.37400452559814	178.02437980333343	3040000
2405.588125705719	200	366.31907682709397	61.80637997212885	414.59553028224036	38.597522627329454	3200000
2524.93376994133	210	348.52805951341173	54.9218824964687	405.78234499832615	27.403246895293705	3360000
2645.079612016678	220	347.8383254744008	76.05079826859557	404.4350149296224	17.697410274297	3520000
2765.3968110084534	230	321.8543055016466	79.70628611154575	382.57898261072114	18.75988644780591	3680000
2885.441752910614	240	312.3337918908999	97.18599618552787	401.7981500448659	18.41049710381776	3840000
3005.6690921783447	250	362.38445717581084	59.66726001916894	417.2119809440337	29.89918926381506	4000000
3125.403007745743	260	372.65482924110023	28.190200749603285	415.45473831146955	263.51079184701666	4160000
3245.3132724761963	270	337.98892518524895	62.13467864993207	387.09081157809123	16.323579233139753	4320000
3365.3062756061554	280	351.039657729984	85.72104607728018	419.06693781074136	15.66854007774964	4480000
3485.037039041519	290	384.14029781069144	53.66946330667709	443.7992580779828	37.2204886241816	4640000
3604.4327466487885	300	351.5916827308026	63.61791417063323	405.8092993805185	26.702525736647658	4800000
3724.1296961307526	310	360.6186384569609	66.36436980674723	408.8341617095284	16.357985293492675	4960000
3844.570614337921	320	380.1871861177834	50.34786435121258	434.2688067932613	72.21572768350597	5120000
3964.5905957221985	330	371.3164410471334	61.01666143813889	421.3259195853025	35.2451850323705	5280000
4084.520313978195	340	367.9893684147589	64.2119585528343	411.5342866713181	22.19996909541078	5440000
4203.9774832725525	350	389.24319286455517	39.79483693470347	428.4802149818279	244.4525733612245	5600000
4323.786558151245	360	374.92507812381956	46.31793047945054	412.88022631872445	48.854788965545595	5760000
4443.942180633545	370	394.2056866117602	24.129594922997697	419.85964628634974	266.44939416181296	5920000
4563.927583456039	380	410.0136630470166	36.31550543865014	452.8174588959664	263.8849458475597	6080000
4683.792573690414	390	419.2235922082094	40.98990064156057	462.0617562569678	238.75694761017803	6240000
4803.757370233536	400	390.7919301709393	58.617860016360005	446.8623353508301	23.318009244976565	6400000
4923.535656452179	410	397.33212309247347	69.61055711006703	468.9227161393501	95.84890520013869	6560000
5043.1420311927795	420	416.1008323684835	61.86045573944199	471.0898455311544	25.138292006216943	6720000
5163.048419237137	430	400.02110158312365	58.85705092377342	455.2275267941877	62.455456520663574	6880000
5282.746665477753	440	411.2680338920711	60.96505931785156	473.2068337169476	133.37411065236665	7040000
5402.37791800499	450	397.0699993555713	79.23554793189281	463.3036697357893	17.80809493572451	7200000
5522.0492951869965	460	348.8396506869467	93.82636313769584	462.374001794029	17.141480732825585	7360000
5641.087620019913	470	382.87155660350805	88.34464902725674	459.08176037762314	17.774732765974477	7520000
5760.65452504158	480	351.3692163292726	122.97901738650053	449.9500571070239	17.355534074362367	7680000
5879.77024269104	490	381.8798449307983	65.96258942780325	439.5567000727169	17.79773425287567	7840000
5999.3760623931885	500	360.36356828694346	84.68031637976486	422.86492331000045	9.089817361324094	8000000
6119.50448513031	510	356.2520470341982	92.91774905031905	409.45824512606487	9.41772552463226	8160000
6239.275213241577	520	377.22450393075354	81.26720997680255	437.23982937959954	17.80073600623291	8320000
6358.958862781525	530	370.34150240390795	72.72747107914283	429.68195669772103	17.76768335874658	8480000
6478.59992146492	540	392.1343198962521	66.87321098590093	444.109155557584	18.273509426042438	8640000
6598.024756193161	550	373.72051265449494	46.351680802708444	418.35259120259434	17.94072268367745	8800000
6718.067511081696	560	379.1556909763289	81.15431320245413	429.96308272797614	16.975068404339254	8960000
6837.828778028488	570	401.160150176303	30.106380476217268	441.8322450835258	256.76204520929605	9120000
6957.649119138718	580	388.1363334621908	82.60296155541818	472.4170926823281	14.426729078870267	9280000
7077.627788066864	590	390.2341810511064	95.32988947227027	456.5062925876118	6.412085411138833	9440000
7197.60381770134	600	376.7689543134521	98.33922986508018	433.82494583912194	18.768283229670487	9600000
7317.639798641205	610	373.15073941035547	120.49715914113344	448.4974389777053	10.368292921455577	9760000
7437.672671794891	620	375.84572261500756	101.05139107366222	438.196650785394	6.331553539144807	9920000
7557.661657571793	630	369.55214058239596	95.97141090731509	441.60799772059545	5.227888086810708	10080000
7677.502981424332	640	389.8054493940761	61.79865672046092	447.9326569288969	18.01427995786071	10240000
